name,artist,meter,chorus_cp,verse_cp,intro_cp,outro_cp,bridge_cp,release year,energy,valence,tempo,danceability
Hold On,Wilson Phillips,4/4,"['F:maj', 'Bb:maj/5', 'C:maj/11', 'F:maj', 'F:maj', 'Bb:maj/5', 'C:maj/11', 'F:maj', 'F:maj', 'Bb:maj/5', 'C:maj/11', 'F:maj', 'F:maj', 'Bb:maj/5', 'C:maj/11', 'F:maj']","['Bb:maj/5', 'Bb:maj/5', 'D:min', 'D:min', 'D:min', 'A:min7', 'Bb:maj', 'C:sus4', 'F:maj', 'C:maj/11', 'Bb:maj/5', 'Bb:maj/5', 'Bb:maj/5', 'A:min/5', 'D:min', 'Bb:maj', 'C:sus4(b7)']","['N', 'F:maj']","['N', 'N', 'N', 'N', 'F:maj', 'Bb:maj/5', 'C:sus4/11', 'F:maj', 'F:maj', 'Bb:maj/5', 'C:sus4/11', 'F:maj']","['F:maj', 'C:maj/11', 'Bb:maj/5', 'Bb:maj/5', 'Bb:maj/5', 'C:maj/11', 'F:maj', 'C:maj/11', 'Bb:maj/5', 'Bb:maj/5', 'Bb:maj/5', 'C:maj/11', 'F:maj', 'C:maj/11', 'Bb:maj/5', 'Bb:maj/5', 'Bb:maj/5', 'C:maj/11', 'F:maj', 'C:maj/11', 'Bb:maj/5']",1990,0.657,0.546,97.8,0.679
Double Shot (Of My Baby's Love),Swingin' Medallions,4/4,"['Ab:maj', 'F:min', 'Ab:maj', 'F:min', 'Ab:maj', 'F:min', 'Ab:maj', 'F:min']","['Ab:maj', 'F:min', 'Db:maj', 'Eb:maj', 'Ab:maj', 'F:min', 'Db:maj', 'Eb:maj']","['N', 'Ab:maj', 'F:min', 'Ab:maj', 'F:min']","['Ab:maj', 'F:min', 'Ab:maj', 'F:min', 'Ab:maj', 'F:min', 'Ab:maj', 'F:min']","['Ab:maj', 'F:min', 'Ab:maj', 'F:min']",2020,0.728,0.97,131.023,0.655
Dirty Water,Rock And Hyde,4/4,"['G:maj', 'G:maj', 'D:min7', 'C:maj', 'G:maj', 'G:maj', 'D:min7', 'C:maj', 'G:maj', 'G:maj', 'D:min7', 'C:maj']","['E:min', 'E:min', 'Eb:maj', 'Eb:maj', 'E:min', 'E:min', 'Eb:maj', 'Eb:maj']","['D:sus4(b7,9)']","['G:maj', 'G:maj', 'D:min7', 'C:maj']",[],,,,,
Sweet Little Rock N' Roll,Chuck Berry,4/4,"['G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7']","['G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'C:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7', 'G:7']",['G:7'],"['G:7', 'G:7', 'G:7', 'G:7']",[],1959,0.698,0.931,154.469,0.598
Quarter To Three,Gary U.S. Bonds,4/4,"['Eb:maj', 'Eb:maj', 'C:min', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'C:min']","['Eb:maj', 'Eb:maj', 'C:min', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'C:min', 'Eb:maj', 'Eb:maj', 'C:min', 'C:min']","['N', 'N', 'N', 'N']","['Eb:maj', 'Eb:maj', 'C:min', 'C:min']","['Ab:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj']",1998,0.824,0.923,165.457,0.473
One Way or Another,Blondie,4/4,"['G:maj', 'B:min', 'A:maj', 'F#:min', 'G:maj', 'B:min', 'A:maj', 'F#:min', 'F#:maj', 'F#:maj', 'A:maj', 'C#:min']","['D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj']","['D:maj', 'D:maj', 'D:maj', 'D:maj']","['D:maj', 'D:maj', 'B:maj', 'B:maj', 'D:maj', 'D:maj', 'B:maj', 'B:maj']",[],1978,0.922,0.855,162.272,0.442
Too Weak To Fight,Clarence Carter,4/4,"['Gb:maj6', 'Ab:7', 'Bb:min', 'Ab:maj', 'Gb:maj6', 'Ab:7', 'Bb:min', 'Ab:maj']","['Db:maj6', 'Gb:maj6', 'Db:maj6(9)', 'Gb:maj6', 'Db:maj6(9)', 'Gb:maj6', 'Db:maj6(9)', 'Gb:maj6']","['Db:maj', 'Ab:maj', 'Gb:maj', 'Ab:maj']","['Db:maj6(9)', 'Gb:maj6', 'Db:maj6(9)', 'Gb:maj6', 'Db:maj6(9)', 'Gb:maj6', 'Db:maj6(9)', 'Gb:maj6']",[],1969,0.386,0.939,102.423,0.666
Three Times A Lady,The Commodores,3/4,"['Ab:maj', 'Eb:maj/3', 'Gb:maj', 'Db:maj/3', 'Ab:maj', 'Eb:maj/3', 'Gb:maj', 'Db:maj/3']","['Ab:maj', 'Ab:7/b7', 'F:min', 'Bb:hdim7/b5', 'Ab:maj', 'Eb:maj/11', 'Db:maj/5', 'Eb:sus4(b7)']","['Ab:sus2', 'Ab:sus2']",[],[],2011,0.307,0.0735,75.206,0.447
Goin' Back,The Byrds,4/4,"['C#:min', 'C#:min', 'G#:min', 'G#:min', 'C#:min', 'C#:min', 'G#:min', 'G#:min', 'C#:min', 'C#:min', 'G#:min', 'G#:min']","['E:maj', 'E:maj', 'D:maj6/9', 'D:maj6/9', 'E:maj', 'E:maj', 'D:maj6/9', 'D:maj6/9']","['E:maj', 'E:maj', 'E:maj', 'E:maj']","['A:sus4', 'B:sus4', 'E:maj', 'E:maj', 'C#:min', 'C#:min', 'E:maj', 'E:maj']","['A:sus4', 'B:sus4', 'E:maj', 'E:maj']",1968,0.449,0.547,116.181,0.496
Promises,Eric Clapton,4/4,"['C:maj', 'B:min', 'D:maj', 'D:maj', 'C:maj', 'B:min', 'D:maj', 'D:maj', 'C:maj', 'B:min', 'D:maj', 'D:maj', 'C:maj', 'B:min', 'D:maj', 'D:maj']","['G:maj', 'G:maj', 'G:maj', 'G:maj', 'D:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj']","['G:maj', 'G:maj', 'G:maj', 'G:maj', 'D:maj/11', 'G:maj', 'G:maj', 'G:maj', 'G:maj', 'D:maj/11']","['C:maj', 'B:min', 'D:maj', 'D:maj']","['C:maj', 'C:maj', 'G:maj/3', 'G:maj/3', 'C:maj', 'C:maj', 'G:maj/3', 'G:maj/3']",1978,0.361,0.709,154.814,0.546
Wheels,The String-A-Longs,4/4,"['F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj']",[],[],[],"['C:maj', 'F:maj', 'C:maj', 'F:maj', 'D:maj', 'G:maj', 'D:maj', 'G:maj']",1960,0.615,0.884,128.466,0.786
Last Date,Floyd Cramer,4/4,[],"['C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj']","['N', 'F:maj', 'C:maj', 'G:maj', 'C:maj']",[],"['F:maj', 'G:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7', 'F:maj', 'G:maj', 'C:maj', 'C:maj', 'C:maj', 'C:7']",1960,0.287,0.716,205.4,0.296
Almost by Being In Love,Michael Johnson,4/4,"['F:hdim7', 'Bb:sus4(b7)', 'Bb:7', 'Eb:maj9', 'Eb:sus4', 'Eb:maj', 'F:hdim7', 'Bb:sus4(b7)', 'Bb:7', 'Eb:maj9', 'Eb:maj']","['Eb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'B:maj7', 'Bb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'B:maj7', 'Bb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'Eb:min7', 'B:maj7', 'Bb:min7', 'Eb:min9', 'Eb:min9', 'Eb:min9', 'Eb:min9', 'Eb:min9', 'B:maj', 'Bb:min']","['Eb:min11', 'Eb:min11', 'Eb:min11', 'Eb:min11', 'Eb:min11', 'B:maj', 'Db:maj']","['Eb:min11', 'Eb:min11', 'Eb:min11', 'Eb:min11', 'Eb:min11', 'B:maj', 'Db:maj']","['Eb:min11', 'Eb:min11', 'Eb:min11', 'Eb:min11', 'Eb:min11', 'B:maj', 'Db:maj']",,,,,
Walking In Memphis,Marc Cohn,4/4,"['F:maj', 'G:sus4(9)', 'C:maj', 'A:min7', 'F:maj', 'G:sus4(9)', 'A:min7', 'F:maj', 'G:sus4(9)', 'C:maj', 'A:min7', 'F:maj', 'G:sus4(9)', 'A:min7']","['F:maj', 'G:5', 'C:5', 'A:5', 'F:maj', 'G:5', 'C:5', 'A:5', 'F:maj', 'G:5', 'C:5', 'A:5', 'F:maj', 'G:5', 'C:5', 'A:5']","['F:maj', 'G:5', 'C:5', 'A:5', 'F:maj', 'G:5', 'C:5', 'A:5']","['F:maj', 'G:5', 'C:5', 'A:5', 'F:maj', 'G:5', 'C:5', 'A:5']","['C:sus4(b7)', 'C:maj', 'C:sus4(b7,9)', 'C:maj']",1991,0.512,0.334,130.271,0.567
Silent Night,Bing Crosby,3/4,[],"['Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj', 'Ab:maj7', 'Ab:maj(9)', 'Ab:maj7']","['Ab:maj/5', 'Eb:7', 'Ab:maj/5', 'Ab:maj/5']",[],[],1962,0.137,0.211,91.049,0.18
Something About You,Level 42,4/4,"['C:maj', 'D:maj', 'E:maj', 'E:maj', 'F#:min7', 'E:maj/3', 'E:maj/3', 'C:maj', 'D:maj', 'E:maj', 'E:maj', 'F#:min7', 'E:maj/3', 'E:maj/3', 'C:maj', 'D:maj', 'E:maj', 'E:maj', 'F#:min7', 'E:maj/3', 'E:maj/3']","['E:maj', 'C#:min7', 'D:maj', 'B:min', 'E:maj', 'C#:min7', 'D:maj', 'B:min']","['E:maj', 'F#:min7', 'E:maj/3', 'E:maj/3']","['C:maj', 'D:maj', 'E:maj', 'E:maj', 'F#:min7', 'E:maj/3', 'E:maj/3']",[],1985,0.562,0.798,104.982,0.72
On Broadway,The Drifters,4/4,[],"['F#:maj', 'F#:sus4(b7,9)', 'F#:maj', 'F#:sus4(b7,9)', 'F#:maj', 'F#:sus4(b7,9)', 'F#:maj', 'F#:sus4(b7,9)', 'G:maj', 'G:sus4(b7,9)', 'G:maj', 'G:sus4(b7,9)', 'G:maj', 'G:sus4(b7,9)', 'G:maj', 'G:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)']","['F#:maj', 'F#:sus4(b7,9)', 'F#:maj', 'F#:sus4(b7,9)', 'F#:maj', 'F#:sus4(b7,9)', 'F#:maj', 'F#:sus4(b7,9)']","['Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)', 'Ab:maj', 'Ab:sus4(b7,9)']",[],1964,0.356,0.862,108.58,0.738
Hot In The City,Billy Idol,4/4,"['G:maj', 'G:maj/b7', 'G:maj', 'G:maj', 'G:maj', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'G:maj', 'G:maj/b7', 'G:maj', 'G:maj', 'G:maj', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)']","['C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj']","['C:maj', 'C:maj', 'C:maj', 'C:maj']","['C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)', 'C:maj', 'A:min(11)']","['C:maj', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj6', 'G:7', 'G:maj6', 'G:maj', 'G:maj6', 'G:7', 'G:maj']",1982,0.897,0.67,111.193,0.66
Giving You the Best That I Got,Anita Baker,4/4,"['D:maj7', 'A:maj(9)/3', 'C:maj7', 'B:min7', 'B:min7', 'D:maj/9', 'D:maj/9', 'D:maj7', 'A:maj(9)/3', 'C:maj7', 'B:min7', 'B:min7', 'D:maj/9', 'D:maj/9', 'D:maj7', 'A:maj(9)/3', 'C:maj7', 'B:min7', 'B:min7', 'D:maj/9', 'D:maj/9']","['E:maj/11', 'E:maj/11', 'A:maj', 'A:maj', 'E:maj/11', 'E:maj/11', 'A:maj', 'A:maj', 'C#:min7', 'C#:min7', 'E:maj/11', 'E:maj/11', 'A:maj', 'A:maj', 'E:maj/11', 'E:maj/11', 'A:maj', 'A:maj', 'C#:min7', 'C#:min7', 'E:maj/11', 'E:maj/11', 'A:maj', 'A:maj', 'E:maj/11', 'E:maj/11', 'A:maj', 'A:maj', 'C#:min7', 'C#:min7']","['D:maj(9)', 'A:maj(9)/3', 'C:maj', 'B:min7', 'A:min7', 'G:maj(9)', 'F#:min7']","['D:maj7', 'A:maj(9)/3', 'C:maj7', 'B:min7', 'B:min7', 'D:maj/9', 'D:maj/9', 'D:maj7', 'A:maj(9)/3', 'C:maj7', 'B:min7', 'B:min7', 'D:maj/9', 'D:maj/9']","['D:maj/9', 'D:maj/9', 'D:maj/9', 'D:maj/9', 'D:maj/9', 'C:dim', 'C:dim']",2022,0.542,0.38,105.324,0.637
Even Now,Bob Seger,4/4,"['A:maj', 'E:maj/3', 'B:maj', 'A:maj', 'E:maj', 'E:maj', 'E:maj', 'A:maj(9)', 'A:maj(9)', 'A:maj', 'E:maj/3', 'B:maj', 'A:maj', 'E:maj', 'E:maj', 'E:maj', 'A:maj(9)', 'A:maj(9)']","['E:maj', 'A:maj/5', 'B:maj/11', 'E:maj', 'E:maj', 'A:maj/5', 'B:maj/11', 'E:maj']","['E:maj/3', 'A:maj', 'F#:maj/3', 'F#:maj/3']","['E:maj', 'A:maj/5', 'B:maj/11', 'E:maj']",[],1982,0.954,0.761,151.942,0.475
Freeze-Frame,J. Geils Band,4/4,"['C:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'G:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'G:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'C:maj', 'N', 'G:maj', 'N']","['C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj']","['C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj']","['C:maj', 'C:maj', 'Bb:maj', 'F:maj', 'C:maj', 'C:maj', 'Bb:maj', 'F:maj']",[],1981,0.806,0.934,186.328,0.573
Promises,Eric Clapton,4/4,"['C:maj', 'B:min', 'D:maj', 'D:maj', 'C:maj', 'B:min', 'D:maj', 'D:maj', 'C:maj', 'B:min', 'D:maj', 'D:maj', 'C:maj', 'B:min', 'D:maj', 'D:maj']","['G:maj', 'G:maj', 'G:maj', 'G:maj', 'D:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj']","['G:maj', 'G:maj', 'G:maj', 'G:maj', 'D:maj/11', 'G:maj', 'G:maj', 'G:maj', 'G:maj', 'D:maj/11']","['C:maj', 'B:min', 'D:maj', 'D:maj']","['C:maj', 'C:maj', 'G:maj/3', 'G:maj/3', 'C:maj', 'C:maj', 'G:maj/3', 'G:maj/3']",1978,0.361,0.709,154.814,0.546
Press,Paul McCartney,4/4,"['C:maj', 'F:maj', 'C:maj', 'F:maj', 'C:maj', 'E:min7', 'A:min', 'F:maj', 'G:maj', 'G:maj', 'A:min', 'F:maj', 'C:maj', 'F:maj', 'C:maj', 'F:maj', 'C:maj', 'E:min7', 'A:min', 'F:maj', 'G:maj', 'E:min', 'G:maj', 'E:min']","['C:maj', 'E:min7', 'A:min', 'F:maj', 'C:maj', 'E:min7', 'A:min', 'F:maj']","['C:maj', 'C:maj', 'C:maj', 'E:min7', 'A:min', 'F:maj']","['C:maj', 'E:min', 'A:min', 'F:maj', 'D:min', 'C:maj', 'E:min7', 'A:min', 'F:maj', 'D:min', 'C:maj', 'E:min7', 'A:min', 'F:maj', 'D:min']","['F:maj', 'Eb:maj', 'F:maj', 'Eb:maj', 'G:maj', 'E:min', 'G:maj', 'E:min', 'F:maj', 'Eb:maj', 'F:maj', 'Eb:maj', 'N', 'N', 'N', 'N']",1986,0.808,0.866,113.061,0.676
With You I'm Born Again,Billy Preston,3/4,"['D:min', 'C:maj', 'Bb:maj9', 'A:min7', 'D:min9', 'A:min7', 'Bb:maj9', 'A:min7', 'D:min9', 'A:min7', 'Bb:maj9', 'A:min7', 'Eb:min9', 'Bb:min7', 'Cb:maj9', 'Bb:min7']","['G:min9', 'A:min7', 'Bb:maj7', 'A:min7', 'G:min9', 'A:min7', 'Bb:maj7', 'A:min7']","['D:min9', 'C:maj6(9)', 'Bb:maj9', 'A:sus4(b7,9)']",[],"['E:min/b7', 'D:maj', 'A:maj/11', 'D:maj']",2000,0.313,0.356,82.004,0.348
Smoking Gun,The Robert Cray Band,4/4,"['E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7']","['E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7']","['E:min7', 'E:min9', 'E:min7', 'E:min7', 'E:min9', 'E:min7']","['E:min7', 'E:min7', 'E:min7', 'E:min7', 'E:min7', 'E:min7', 'E:min7', 'E:min7', 'E:min7']",[],2010,0.702,0.64,125.28,0.478
"Out Of Sight, Out Of Mind",Little Anthony & The Imperials,4/4,"['Eb:maj', 'Eb:maj', 'Ab:maj', 'Db:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Gb:13', 'F:7']","['Ab:maj', 'Ab:maj7/7', 'F:min', 'A:dim', 'Bb:min', 'Bb:min', 'Bb:minmaj7/7', 'Bb:min7/b7', 'Eb:maj', 'Ab:maj', 'Ab:maj7/7', 'F:min', 'A:dim', 'Bb:min', 'Bb:min', 'Bb:minmaj7/7', 'Bb:min7/b7', 'Eb:maj', 'Ab:maj', 'Ab:maj7/7', 'F:min', 'A:dim', 'Bb:min', 'Bb:min', 'Bb:minmaj7/7', 'Bb:min7/b7', 'Eb:maj']","['Ab:maj', 'Eb:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'N', 'N', 'N']","['Bb:min7', 'Eb:9', '&pause']","['Db:maj', 'Ab:maj', 'F:min', 'Bb:min7', 'Eb:maj', 'Ab:maj']",1996,0.325,0.378,131.377,0.381
Starting Over Again,Dolly Parton,4/4,"['Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)']","['Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'Bb:maj', 'F:maj/11', 'C:min7', 'D:min7', 'Bb:maj', 'F:maj/11', 'C:min7', 'D:min7', 'Eb:maj', 'F:sus4(b7,9)']","['C:min11', 'F:maj', 'F:maj', 'F:sus4', 'F:maj']",[],"['Bb:maj', 'F:maj/11', 'C:min7', 'F:sus4(b7,9)', 'F:sus4(b7,9)', 'F:sus4(b7,9)', 'F:sus4(b7,9)', 'F:sus4(b7,9)', 'F:sus4(b7,9)', 'F:sus4(b7,9)', 'D:7/3']",2005,0.171,0.294,137.141,0.447
Some Days Are Diamonds (Some Days Are Stone),John Denver,4/4,"['G:maj', 'C:maj(9)', 'G:maj', 'G:maj', 'G:maj', 'C:maj(9)', 'G:maj', 'G:maj', 'A:maj', 'D:maj(9)', 'A:maj', 'A:maj']","['G:maj', 'D:7/3', 'E:min', 'E:min', 'E:min', 'E:min', 'D:maj', 'G:maj', 'D:7/3', 'E:min', 'E:min', 'E:min', 'E:min', 'D:maj']","['G:maj', 'G:sus4', 'G:maj', 'G:sus4']","['A:maj', 'D:maj(9)', 'A:maj', 'A:maj']","['G:maj', 'G:sus4', 'G:maj', 'G:sus4', 'A:maj', 'D:sus4(b7)']",1981,0.383,0.481,103.877,0.622
Wheels,The String-A-Longs,4/4,"['F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj']",[],[],[],"['C:maj', 'F:maj', 'C:maj', 'F:maj', 'D:maj', 'G:maj', 'D:maj', 'G:maj']",1960,0.615,0.884,128.466,0.786
Best Of My Love,Eagles,4/4,"['C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj']","['C:maj7', 'C:maj', 'C:maj', 'C:maj', 'C:maj7', 'C:maj', 'C:maj', 'C:maj', 'D:min6', 'D:min7', 'D:min7', 'D:min7', 'D:min6', 'D:min7', 'D:min7', 'D:min7', 'C:maj7', 'C:maj', 'C:maj', 'C:maj', 'C:maj7', 'C:maj', 'C:maj', 'C:maj', 'D:min6', 'D:min7', 'D:min7', 'D:min7', 'D:min6', 'D:min7', 'D:min7', 'D:min7', 'C:maj7', 'C:maj', 'C:maj', 'C:maj', 'C:maj7', 'C:maj', 'C:maj', 'C:maj', 'D:min6', 'D:min7', 'D:min7', 'D:min7', 'D:min6', 'D:min7', 'D:min7', 'D:min7']","['C:maj7', 'C:maj', 'C:maj', 'C:maj', 'C:maj7', 'C:maj', 'C:maj', 'C:maj', 'G:9', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:9', 'G:sus4(b7,9)', 'G:sus4(b7,9)', 'G:sus4(b7,9)']","['C:maj', 'C:maj', 'F:maj', 'F:maj']",[],1974,0.393,0.669,90.105,0.559
All Alone Am I,Brenda Lee,6/8,"['Bb:maj7', 'G:min7', 'C:maj', 'F:maj', 'G:min', 'E:dim/b5', 'A:7', 'A:7', 'Bb:maj7', 'G:min7', 'C:maj', 'F:maj', 'G:min', 'E:dim/b5', 'A:7', 'A:7', 'Bb:maj7', 'G:min7', 'C:maj', 'F:maj', 'G:min', 'E:dim/b5', 'A:7', 'A:7']",[],['N'],"['F:maj', 'Bb:maj', 'A:min', 'Bb:maj', 'C:maj', 'C:7']","['F:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'F:aug', 'F:maj6', 'F:maj6']",1963,0.342,0.423,99.568,0.409
Hocus Pocus,Focus,4/4,"['A:min', 'A:min', 'C:maj', 'D:maj', 'D:maj', 'D:min', 'D:min', 'F:maj', 'G:maj', 'G:maj', 'A:min7', 'E:min7', 'F:maj', 'C:maj', 'D:min', 'A:min7', 'B:maj', 'E:maj', 'A:min', 'A:min', 'C:maj', 'D:maj', 'D:maj', 'D:min', 'D:min', 'F:maj', 'G:maj', 'G:maj', 'A:min', 'N', 'N', 'N', 'A:min', 'A:min', 'C:maj', 'D:maj', 'D:maj', 'D:min', 'D:min', 'F:maj', 'G:maj', 'G:maj', 'A:min7', 'E:min7', 'F:maj', 'C:maj', 'D:min', 'A:min7', 'B:maj', 'E:maj', 'A:min', 'A:min', 'C:maj', 'D:maj', 'D:maj', 'D:min', 'D:min', 'F:maj', 'G:maj', 'G:maj']","['A:5', 'A:5', 'E:maj', 'F:maj7', 'F:maj7', 'C:maj', 'C:maj', 'Bb:maj', 'A:min7/5', 'A:min7/5', 'A:5', 'A:5', 'E:maj', 'F:maj7', 'F:maj7', 'C:maj', 'C:maj', 'Bb:maj', 'A:min7/5', 'A:min7/5', 'A:5', 'A:5', 'E:maj', 'F:maj7', 'F:maj7', 'C:maj', 'C:maj', 'Bb:maj', 'A:min7/5', 'A:min7/5', 'A:5', 'A:5', 'E:maj', 'F:maj7', 'F:maj7', 'C:maj', 'C:maj', 'Bb:maj', 'A:min7/5', 'A:min7/5', 'A:5', 'A:5', 'E:maj', 'F:maj7', 'F:maj7', 'C:maj', 'C:maj', 'Bb:maj', 'A:min7/5', 'A:min7/5']",[],[],[],1971,0.722,0.347,184.093,0.267
I've Been Everywhere,Hank Snow,2/4,"['N', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj']","['Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'Db:maj', 'D:maj', 'D:maj', 'D:maj', 'D:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj']","['N', 'Db:maj/3', 'Db:dim/b3', 'Eb:min7']",['E:maj'],[],,,,,
